"region","byggnadstyp","strandtyp","typ av område","år","Antal byggnader inom 100 meter från strand"
"0862 Emmaboda","totalt","inlandsvatten","inom formellt skyddad natur","2018",1
"0862 Emmaboda","totalt","inlandsvatten","inom formellt skyddad natur","2019",1
"0862 Emmaboda","totalt","inlandsvatten","inom formellt skyddad natur","2020",1
"0862 Emmaboda","totalt","inlandsvatten","inom formellt skyddad natur","2021",1
"0862 Emmaboda","totalt","inlandsvatten","inom formellt skyddad natur","2022",1
"0862 Emmaboda","totalt","inlandsvatten","inom formellt skyddad natur","2023",1
"0862 Emmaboda","totalt","inlandsvatten","totalt","2018",1812
"0862 Emmaboda","totalt","inlandsvatten","totalt","2019",1837
"0862 Emmaboda","totalt","inlandsvatten","totalt","2020",1840
"0862 Emmaboda","totalt","inlandsvatten","totalt","2021",1865
"0862 Emmaboda","totalt","inlandsvatten","totalt","2022",1912
"0862 Emmaboda","totalt","inlandsvatten","totalt","2023",1918
"0862 Emmaboda","totalt","totalt","inom tätort","2018",512
"0862 Emmaboda","totalt","totalt","inom tätort","2019",513
"0862 Emmaboda","totalt","totalt","inom tätort","2020",487
"0862 Emmaboda","totalt","totalt","inom tätort","2021",487
"0862 Emmaboda","totalt","totalt","inom tätort","2022",485
"0862 Emmaboda","totalt","totalt","inom tätort","2023",495
"0862 Emmaboda","totalt","totalt","inom formellt skyddad natur","2018",1
"0862 Emmaboda","totalt","totalt","inom formellt skyddad natur","2019",1
"0862 Emmaboda","totalt","totalt","inom formellt skyddad natur","2020",1
"0862 Emmaboda","totalt","totalt","inom formellt skyddad natur","2021",1
"0862 Emmaboda","totalt","totalt","inom formellt skyddad natur","2022",1
"0862 Emmaboda","totalt","totalt","inom formellt skyddad natur","2023",1
"0862 Emmaboda","totalt","totalt","totalt","2018",1812
"0862 Emmaboda","totalt","totalt","totalt","2019",1837
"0862 Emmaboda","totalt","totalt","totalt","2020",1840
"0862 Emmaboda","totalt","totalt","totalt","2021",1865
"0862 Emmaboda","totalt","totalt","totalt","2022",1912
"0862 Emmaboda","totalt","totalt","totalt","2023",1918
"0880 Kalmar","bostad","hav","inom tätort","2018",751
"0880 Kalmar","bostad","hav","inom tätort","2019",755
"0880 Kalmar","bostad","hav","inom tätort","2020",835
"0880 Kalmar","bostad","hav","inom tätort","2021",840
"0880 Kalmar","bostad","hav","inom tätort","2022",848
"0880 Kalmar","bostad","hav","inom tätort","2023",857
"0880 Kalmar","bostad","hav","inom formellt skyddad natur","2018",14
"0880 Kalmar","bostad","hav","inom formellt skyddad natur","2019",14
"0880 Kalmar","bostad","hav","inom formellt skyddad natur","2020",14
"0880 Kalmar","bostad","hav","inom formellt skyddad natur","2021",14
"0880 Kalmar","bostad","hav","inom formellt skyddad natur","2022",14
"0880 Kalmar","bostad","hav","inom formellt skyddad natur","2023",14
"0880 Kalmar","bostad","hav","totalt","2018",1405
"0880 Kalmar","bostad","hav","totalt","2019",1411
"0880 Kalmar","bostad","hav","totalt","2020",1412
"0880 Kalmar","bostad","hav","totalt","2021",1419
"0880 Kalmar","bostad","hav","totalt","2022",1429
"0880 Kalmar","bostad","hav","totalt","2023",1427
"0880 Kalmar","bostad","inlandsvatten","inom tätort","2018",435
"0880 Kalmar","bostad","inlandsvatten","inom tätort","2019",439
"0880 Kalmar","bostad","inlandsvatten","inom tätort","2020",450
"0880 Kalmar","bostad","inlandsvatten","inom tätort","2021",450
"0880 Kalmar","bostad","inlandsvatten","inom tätort","2022",456
"0880 Kalmar","bostad","inlandsvatten","inom tätort","2023",454
"0880 Kalmar","bostad","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","bostad","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","bostad","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","bostad","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","bostad","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","bostad","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","bostad","inlandsvatten","totalt","2018",783
"0880 Kalmar","bostad","inlandsvatten","totalt","2019",793
"0880 Kalmar","bostad","inlandsvatten","totalt","2020",798
"0880 Kalmar","bostad","inlandsvatten","totalt","2021",798
"0880 Kalmar","bostad","inlandsvatten","totalt","2022",807
"0880 Kalmar","bostad","inlandsvatten","totalt","2023",804
"0880 Kalmar","bostad","totalt","inom tätort","2018",1186
"0880 Kalmar","bostad","totalt","inom tätort","2019",1194
"0880 Kalmar","bostad","totalt","inom tätort","2020",1285
"0880 Kalmar","bostad","totalt","inom tätort","2021",1290
"0880 Kalmar","bostad","totalt","inom tätort","2022",1304
"0880 Kalmar","bostad","totalt","inom tätort","2023",1311
"0880 Kalmar","bostad","totalt","inom formellt skyddad natur","2018",14
"0880 Kalmar","bostad","totalt","inom formellt skyddad natur","2019",14
"0880 Kalmar","bostad","totalt","inom formellt skyddad natur","2020",14
"0880 Kalmar","bostad","totalt","inom formellt skyddad natur","2021",14
"0880 Kalmar","bostad","totalt","inom formellt skyddad natur","2022",14
"0880 Kalmar","bostad","totalt","inom formellt skyddad natur","2023",14
"0880 Kalmar","bostad","totalt","totalt","2018",2188
"0880 Kalmar","bostad","totalt","totalt","2019",2204
"0880 Kalmar","bostad","totalt","totalt","2020",2210
"0880 Kalmar","bostad","totalt","totalt","2021",2217
"0880 Kalmar","bostad","totalt","totalt","2022",2236
"0880 Kalmar","bostad","totalt","totalt","2023",2231
"0880 Kalmar","industri","hav","inom tätort","2018",93
"0880 Kalmar","industri","hav","inom tätort","2019",93
"0880 Kalmar","industri","hav","inom tätort","2020",95
"0880 Kalmar","industri","hav","inom tätort","2021",97
"0880 Kalmar","industri","hav","inom tätort","2022",97
"0880 Kalmar","industri","hav","inom tätort","2023",97
"0880 Kalmar","industri","hav","inom formellt skyddad natur","2018",0
"0880 Kalmar","industri","hav","inom formellt skyddad natur","2019",0
"0880 Kalmar","industri","hav","inom formellt skyddad natur","2020",0
"0880 Kalmar","industri","hav","inom formellt skyddad natur","2021",0
"0880 Kalmar","industri","hav","inom formellt skyddad natur","2022",0
"0880 Kalmar","industri","hav","inom formellt skyddad natur","2023",0
"0880 Kalmar","industri","hav","totalt","2018",95
"0880 Kalmar","industri","hav","totalt","2019",95
"0880 Kalmar","industri","hav","totalt","2020",96
"0880 Kalmar","industri","hav","totalt","2021",98
"0880 Kalmar","industri","hav","totalt","2022",98
"0880 Kalmar","industri","hav","totalt","2023",99
"0880 Kalmar","industri","inlandsvatten","inom tätort","2018",22
"0880 Kalmar","industri","inlandsvatten","inom tätort","2019",22
"0880 Kalmar","industri","inlandsvatten","inom tätort","2020",23
"0880 Kalmar","industri","inlandsvatten","inom tätort","2021",23
"0880 Kalmar","industri","inlandsvatten","inom tätort","2022",24
"0880 Kalmar","industri","inlandsvatten","inom tätort","2023",24
"0880 Kalmar","industri","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","industri","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","industri","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","industri","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","industri","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","industri","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","industri","inlandsvatten","totalt","2018",33
"0880 Kalmar","industri","inlandsvatten","totalt","2019",34
"0880 Kalmar","industri","inlandsvatten","totalt","2020",34
"0880 Kalmar","industri","inlandsvatten","totalt","2021",34
"0880 Kalmar","industri","inlandsvatten","totalt","2022",35
"0880 Kalmar","industri","inlandsvatten","totalt","2023",35
"0880 Kalmar","industri","totalt","inom tätort","2018",115
"0880 Kalmar","industri","totalt","inom tätort","2019",115
"0880 Kalmar","industri","totalt","inom tätort","2020",118
"0880 Kalmar","industri","totalt","inom tätort","2021",120
"0880 Kalmar","industri","totalt","inom tätort","2022",121
"0880 Kalmar","industri","totalt","inom tätort","2023",121
"0880 Kalmar","industri","totalt","inom formellt skyddad natur","2018",0
"0880 Kalmar","industri","totalt","inom formellt skyddad natur","2019",0
"0880 Kalmar","industri","totalt","inom formellt skyddad natur","2020",0
"0880 Kalmar","industri","totalt","inom formellt skyddad natur","2021",0
"0880 Kalmar","industri","totalt","inom formellt skyddad natur","2022",0
"0880 Kalmar","industri","totalt","inom formellt skyddad natur","2023",0
"0880 Kalmar","industri","totalt","totalt","2018",128
"0880 Kalmar","industri","totalt","totalt","2019",129
"0880 Kalmar","industri","totalt","totalt","2020",130
"0880 Kalmar","industri","totalt","totalt","2021",132
"0880 Kalmar","industri","totalt","totalt","2022",133
"0880 Kalmar","industri","totalt","totalt","2023",134
"0880 Kalmar","samhällsfunktion","hav","inom tätort","2018",76
"0880 Kalmar","samhällsfunktion","hav","inom tätort","2019",80
"0880 Kalmar","samhällsfunktion","hav","inom tätort","2020",89
"0880 Kalmar","samhällsfunktion","hav","inom tätort","2021",89
"0880 Kalmar","samhällsfunktion","hav","inom tätort","2022",89
"0880 Kalmar","samhällsfunktion","hav","inom tätort","2023",87
"0880 Kalmar","samhällsfunktion","hav","inom formellt skyddad natur","2018",0
"0880 Kalmar","samhällsfunktion","hav","inom formellt skyddad natur","2019",0
"0880 Kalmar","samhällsfunktion","hav","inom formellt skyddad natur","2020",0
"0880 Kalmar","samhällsfunktion","hav","inom formellt skyddad natur","2021",0
"0880 Kalmar","samhällsfunktion","hav","inom formellt skyddad natur","2022",0
"0880 Kalmar","samhällsfunktion","hav","inom formellt skyddad natur","2023",0
"0880 Kalmar","samhällsfunktion","hav","totalt","2018",97
"0880 Kalmar","samhällsfunktion","hav","totalt","2019",101
"0880 Kalmar","samhällsfunktion","hav","totalt","2020",100
"0880 Kalmar","samhällsfunktion","hav","totalt","2021",100
"0880 Kalmar","samhällsfunktion","hav","totalt","2022",100
"0880 Kalmar","samhällsfunktion","hav","totalt","2023",98
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom tätort","2018",37
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom tätort","2019",37
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom tätort","2020",48
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom tätort","2021",48
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom tätort","2022",49
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom tätort","2023",49
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","samhällsfunktion","inlandsvatten","totalt","2018",65
"0880 Kalmar","samhällsfunktion","inlandsvatten","totalt","2019",65
"0880 Kalmar","samhällsfunktion","inlandsvatten","totalt","2020",68
"0880 Kalmar","samhällsfunktion","inlandsvatten","totalt","2021",68
"0880 Kalmar","samhällsfunktion","inlandsvatten","totalt","2022",69
"0880 Kalmar","samhällsfunktion","inlandsvatten","totalt","2023",68
"0880 Kalmar","samhällsfunktion","totalt","inom tätort","2018",113
"0880 Kalmar","samhällsfunktion","totalt","inom tätort","2019",117
"0880 Kalmar","samhällsfunktion","totalt","inom tätort","2020",137
"0880 Kalmar","samhällsfunktion","totalt","inom tätort","2021",137
"0880 Kalmar","samhällsfunktion","totalt","inom tätort","2022",138
"0880 Kalmar","samhällsfunktion","totalt","inom tätort","2023",136
"0880 Kalmar","samhällsfunktion","totalt","inom formellt skyddad natur","2018",0
"0880 Kalmar","samhällsfunktion","totalt","inom formellt skyddad natur","2019",0
"0880 Kalmar","samhällsfunktion","totalt","inom formellt skyddad natur","2020",0
"0880 Kalmar","samhällsfunktion","totalt","inom formellt skyddad natur","2021",0
"0880 Kalmar","samhällsfunktion","totalt","inom formellt skyddad natur","2022",0
"0880 Kalmar","samhällsfunktion","totalt","inom formellt skyddad natur","2023",0
"0880 Kalmar","samhällsfunktion","totalt","totalt","2018",162
"0880 Kalmar","samhällsfunktion","totalt","totalt","2019",166
"0880 Kalmar","samhällsfunktion","totalt","totalt","2020",168
"0880 Kalmar","samhällsfunktion","totalt","totalt","2021",168
"0880 Kalmar","samhällsfunktion","totalt","totalt","2022",169
"0880 Kalmar","samhällsfunktion","totalt","totalt","2023",166
"0880 Kalmar","verksamhet","hav","inom tätort","2018",54
"0880 Kalmar","verksamhet","hav","inom tätort","2019",54
"0880 Kalmar","verksamhet","hav","inom tätort","2020",56
"0880 Kalmar","verksamhet","hav","inom tätort","2021",57
"0880 Kalmar","verksamhet","hav","inom tätort","2022",56
"0880 Kalmar","verksamhet","hav","inom tätort","2023",59
"0880 Kalmar","verksamhet","hav","inom formellt skyddad natur","2018",0
"0880 Kalmar","verksamhet","hav","inom formellt skyddad natur","2019",0
"0880 Kalmar","verksamhet","hav","inom formellt skyddad natur","2020",0
"0880 Kalmar","verksamhet","hav","inom formellt skyddad natur","2021",0
"0880 Kalmar","verksamhet","hav","inom formellt skyddad natur","2022",0
"0880 Kalmar","verksamhet","hav","inom formellt skyddad natur","2023",0
"0880 Kalmar","verksamhet","hav","totalt","2018",55
"0880 Kalmar","verksamhet","hav","totalt","2019",55
"0880 Kalmar","verksamhet","hav","totalt","2020",57
"0880 Kalmar","verksamhet","hav","totalt","2021",58
"0880 Kalmar","verksamhet","hav","totalt","2022",57
"0880 Kalmar","verksamhet","hav","totalt","2023",60
"0880 Kalmar","verksamhet","inlandsvatten","inom tätort","2018",20
"0880 Kalmar","verksamhet","inlandsvatten","inom tätort","2019",20
"0880 Kalmar","verksamhet","inlandsvatten","inom tätort","2020",20
"0880 Kalmar","verksamhet","inlandsvatten","inom tätort","2021",19
"0880 Kalmar","verksamhet","inlandsvatten","inom tätort","2022",20
"0880 Kalmar","verksamhet","inlandsvatten","inom tätort","2023",20
"0880 Kalmar","verksamhet","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","verksamhet","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","verksamhet","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","verksamhet","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","verksamhet","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","verksamhet","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","verksamhet","inlandsvatten","totalt","2018",23
"0880 Kalmar","verksamhet","inlandsvatten","totalt","2019",23
"0880 Kalmar","verksamhet","inlandsvatten","totalt","2020",23
"0880 Kalmar","verksamhet","inlandsvatten","totalt","2021",22
"0880 Kalmar","verksamhet","inlandsvatten","totalt","2022",23
"0880 Kalmar","verksamhet","inlandsvatten","totalt","2023",23
"0880 Kalmar","verksamhet","totalt","inom tätort","2018",74
"0880 Kalmar","verksamhet","totalt","inom tätort","2019",74
"0880 Kalmar","verksamhet","totalt","inom tätort","2020",76
"0880 Kalmar","verksamhet","totalt","inom tätort","2021",76
"0880 Kalmar","verksamhet","totalt","inom tätort","2022",76
"0880 Kalmar","verksamhet","totalt","inom tätort","2023",79
"0880 Kalmar","verksamhet","totalt","inom formellt skyddad natur","2018",0
"0880 Kalmar","verksamhet","totalt","inom formellt skyddad natur","2019",0
"0880 Kalmar","verksamhet","totalt","inom formellt skyddad natur","2020",0
"0880 Kalmar","verksamhet","totalt","inom formellt skyddad natur","2021",0
"0880 Kalmar","verksamhet","totalt","inom formellt skyddad natur","2022",0
"0880 Kalmar","verksamhet","totalt","inom formellt skyddad natur","2023",0
"0880 Kalmar","verksamhet","totalt","totalt","2018",78
"0880 Kalmar","verksamhet","totalt","totalt","2019",78
"0880 Kalmar","verksamhet","totalt","totalt","2020",80
"0880 Kalmar","verksamhet","totalt","totalt","2021",80
"0880 Kalmar","verksamhet","totalt","totalt","2022",80
"0880 Kalmar","verksamhet","totalt","totalt","2023",83
"0880 Kalmar","ekonomibyggnad","hav","inom tätort","2018",1
"0880 Kalmar","ekonomibyggnad","hav","inom tätort","2019",1
"0880 Kalmar","ekonomibyggnad","hav","inom tätort","2020",1
"0880 Kalmar","ekonomibyggnad","hav","inom tätort","2021",1
"0880 Kalmar","ekonomibyggnad","hav","inom tätort","2022",1
"0880 Kalmar","ekonomibyggnad","hav","inom tätort","2023",1
"0880 Kalmar","ekonomibyggnad","hav","inom formellt skyddad natur","2018",0
"0880 Kalmar","ekonomibyggnad","hav","inom formellt skyddad natur","2019",0
"0880 Kalmar","ekonomibyggnad","hav","inom formellt skyddad natur","2020",0
"0880 Kalmar","ekonomibyggnad","hav","inom formellt skyddad natur","2021",0
"0880 Kalmar","ekonomibyggnad","hav","inom formellt skyddad natur","2022",0
"0880 Kalmar","ekonomibyggnad","hav","inom formellt skyddad natur","2023",0
"0880 Kalmar","ekonomibyggnad","hav","totalt","2018",1
"0880 Kalmar","ekonomibyggnad","hav","totalt","2019",1
"0880 Kalmar","ekonomibyggnad","hav","totalt","2020",1
"0880 Kalmar","ekonomibyggnad","hav","totalt","2021",1
"0880 Kalmar","ekonomibyggnad","hav","totalt","2022",1
"0880 Kalmar","ekonomibyggnad","hav","totalt","2023",1
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom tätort","2018",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom tätort","2019",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom tätort","2020",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom tätort","2021",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom tätort","2022",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom tätort","2023",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","totalt","2018",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","totalt","2019",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","totalt","2020",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","totalt","2021",0
"0880 Kalmar","ekonomibyggnad","inlandsvatten","totalt","2022",1
"0880 Kalmar","ekonomibyggnad","inlandsvatten","totalt","2023",1
"0880 Kalmar","ekonomibyggnad","totalt","inom tätort","2018",1
"0880 Kalmar","ekonomibyggnad","totalt","inom tätort","2019",1
"0880 Kalmar","ekonomibyggnad","totalt","inom tätort","2020",1
"0880 Kalmar","ekonomibyggnad","totalt","inom tätort","2021",1
"0880 Kalmar","ekonomibyggnad","totalt","inom tätort","2022",1
"0880 Kalmar","ekonomibyggnad","totalt","inom tätort","2023",1
"0880 Kalmar","ekonomibyggnad","totalt","inom formellt skyddad natur","2018",0
"0880 Kalmar","ekonomibyggnad","totalt","inom formellt skyddad natur","2019",0
"0880 Kalmar","ekonomibyggnad","totalt","inom formellt skyddad natur","2020",0
"0880 Kalmar","ekonomibyggnad","totalt","inom formellt skyddad natur","2021",0
"0880 Kalmar","ekonomibyggnad","totalt","inom formellt skyddad natur","2022",0
"0880 Kalmar","ekonomibyggnad","totalt","inom formellt skyddad natur","2023",0
"0880 Kalmar","ekonomibyggnad","totalt","totalt","2018",1
"0880 Kalmar","ekonomibyggnad","totalt","totalt","2019",1
"0880 Kalmar","ekonomibyggnad","totalt","totalt","2020",1
"0880 Kalmar","ekonomibyggnad","totalt","totalt","2021",1
"0880 Kalmar","ekonomibyggnad","totalt","totalt","2022",2
"0880 Kalmar","ekonomibyggnad","totalt","totalt","2023",2
"0880 Kalmar","komplementbyggnad","hav","inom tätort","2018",1454
"0880 Kalmar","komplementbyggnad","hav","inom tätort","2019",1479
"0880 Kalmar","komplementbyggnad","hav","inom tätort","2020",1682
"0880 Kalmar","komplementbyggnad","hav","inom tätort","2021",1691
"0880 Kalmar","komplementbyggnad","hav","inom tätort","2022",1711
"0880 Kalmar","komplementbyggnad","hav","inom tätort","2023",1760
"0880 Kalmar","komplementbyggnad","hav","inom formellt skyddad natur","2018",17
"0880 Kalmar","komplementbyggnad","hav","inom formellt skyddad natur","2019",18
"0880 Kalmar","komplementbyggnad","hav","inom formellt skyddad natur","2020",20
"0880 Kalmar","komplementbyggnad","hav","inom formellt skyddad natur","2021",20
"0880 Kalmar","komplementbyggnad","hav","inom formellt skyddad natur","2022",21
"0880 Kalmar","komplementbyggnad","hav","inom formellt skyddad natur","2023",26
"0880 Kalmar","komplementbyggnad","hav","totalt","2018",2816
"0880 Kalmar","komplementbyggnad","hav","totalt","2019",2882
"0880 Kalmar","komplementbyggnad","hav","totalt","2020",2893
"0880 Kalmar","komplementbyggnad","hav","totalt","2021",2916
"0880 Kalmar","komplementbyggnad","hav","totalt","2022",2944
"0880 Kalmar","komplementbyggnad","hav","totalt","2023",3048
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom tätort","2018",764
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom tätort","2019",786
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom tätort","2020",804
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom tätort","2021",812
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom tätort","2022",818
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom tätort","2023",843
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","komplementbyggnad","inlandsvatten","totalt","2018",1691
"0880 Kalmar","komplementbyggnad","inlandsvatten","totalt","2019",1725
"0880 Kalmar","komplementbyggnad","inlandsvatten","totalt","2020",1739
"0880 Kalmar","komplementbyggnad","inlandsvatten","totalt","2021",1756
"0880 Kalmar","komplementbyggnad","inlandsvatten","totalt","2022",1786
"0880 Kalmar","komplementbyggnad","inlandsvatten","totalt","2023",1827
"0880 Kalmar","komplementbyggnad","totalt","inom tätort","2018",2218
"0880 Kalmar","komplementbyggnad","totalt","inom tätort","2019",2265
"0880 Kalmar","komplementbyggnad","totalt","inom tätort","2020",2486
"0880 Kalmar","komplementbyggnad","totalt","inom tätort","2021",2503
"0880 Kalmar","komplementbyggnad","totalt","inom tätort","2022",2529
"0880 Kalmar","komplementbyggnad","totalt","inom tätort","2023",2603
"0880 Kalmar","komplementbyggnad","totalt","inom formellt skyddad natur","2018",17
"0880 Kalmar","komplementbyggnad","totalt","inom formellt skyddad natur","2019",18
"0880 Kalmar","komplementbyggnad","totalt","inom formellt skyddad natur","2020",20
"0880 Kalmar","komplementbyggnad","totalt","inom formellt skyddad natur","2021",20
"0880 Kalmar","komplementbyggnad","totalt","inom formellt skyddad natur","2022",21
"0880 Kalmar","komplementbyggnad","totalt","inom formellt skyddad natur","2023",26
"0880 Kalmar","komplementbyggnad","totalt","totalt","2018",4507
"0880 Kalmar","komplementbyggnad","totalt","totalt","2019",4607
"0880 Kalmar","komplementbyggnad","totalt","totalt","2020",4632
"0880 Kalmar","komplementbyggnad","totalt","totalt","2021",4672
"0880 Kalmar","komplementbyggnad","totalt","totalt","2022",4730
"0880 Kalmar","komplementbyggnad","totalt","totalt","2023",4875
"0880 Kalmar","övrig byggnad","hav","inom tätort","2018",0
"0880 Kalmar","övrig byggnad","hav","inom tätort","2019",0
"0880 Kalmar","övrig byggnad","hav","inom tätort","2020",2
"0880 Kalmar","övrig byggnad","hav","inom tätort","2021",2
"0880 Kalmar","övrig byggnad","hav","inom tätort","2022",2
"0880 Kalmar","övrig byggnad","hav","inom tätort","2023",2
"0880 Kalmar","övrig byggnad","hav","inom formellt skyddad natur","2018",0
"0880 Kalmar","övrig byggnad","hav","inom formellt skyddad natur","2019",0
"0880 Kalmar","övrig byggnad","hav","inom formellt skyddad natur","2020",0
"0880 Kalmar","övrig byggnad","hav","inom formellt skyddad natur","2021",0
"0880 Kalmar","övrig byggnad","hav","inom formellt skyddad natur","2022",0
"0880 Kalmar","övrig byggnad","hav","inom formellt skyddad natur","2023",0
"0880 Kalmar","övrig byggnad","hav","totalt","2018",6
"0880 Kalmar","övrig byggnad","hav","totalt","2019",6
"0880 Kalmar","övrig byggnad","hav","totalt","2020",7
"0880 Kalmar","övrig byggnad","hav","totalt","2021",12
"0880 Kalmar","övrig byggnad","hav","totalt","2022",12
"0880 Kalmar","övrig byggnad","hav","totalt","2023",12
"0880 Kalmar","övrig byggnad","inlandsvatten","inom tätort","2018",1
"0880 Kalmar","övrig byggnad","inlandsvatten","inom tätort","2019",1
"0880 Kalmar","övrig byggnad","inlandsvatten","inom tätort","2020",1
"0880 Kalmar","övrig byggnad","inlandsvatten","inom tätort","2021",2
"0880 Kalmar","övrig byggnad","inlandsvatten","inom tätort","2022",2
"0880 Kalmar","övrig byggnad","inlandsvatten","inom tätort","2023",2
"0880 Kalmar","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","övrig byggnad","inlandsvatten","totalt","2018",13
"0880 Kalmar","övrig byggnad","inlandsvatten","totalt","2019",13
"0880 Kalmar","övrig byggnad","inlandsvatten","totalt","2020",13
"0880 Kalmar","övrig byggnad","inlandsvatten","totalt","2021",14
"0880 Kalmar","övrig byggnad","inlandsvatten","totalt","2022",14
"0880 Kalmar","övrig byggnad","inlandsvatten","totalt","2023",14
"0880 Kalmar","övrig byggnad","totalt","inom tätort","2018",1
"0880 Kalmar","övrig byggnad","totalt","inom tätort","2019",1
"0880 Kalmar","övrig byggnad","totalt","inom tätort","2020",3
"0880 Kalmar","övrig byggnad","totalt","inom tätort","2021",4
"0880 Kalmar","övrig byggnad","totalt","inom tätort","2022",4
"0880 Kalmar","övrig byggnad","totalt","inom tätort","2023",4
"0880 Kalmar","övrig byggnad","totalt","inom formellt skyddad natur","2018",0
"0880 Kalmar","övrig byggnad","totalt","inom formellt skyddad natur","2019",0
"0880 Kalmar","övrig byggnad","totalt","inom formellt skyddad natur","2020",0
"0880 Kalmar","övrig byggnad","totalt","inom formellt skyddad natur","2021",0
"0880 Kalmar","övrig byggnad","totalt","inom formellt skyddad natur","2022",0
"0880 Kalmar","övrig byggnad","totalt","inom formellt skyddad natur","2023",0
"0880 Kalmar","övrig byggnad","totalt","totalt","2018",19
"0880 Kalmar","övrig byggnad","totalt","totalt","2019",19
"0880 Kalmar","övrig byggnad","totalt","totalt","2020",20
